review_id,doi,citation_count,citation_percentile,who_essential,nice_guideline_count,influence_score
CD006214,10.1002/14651858.CD006214.pub5,0,9.68063872255489,False,0,3.942115768463074
CD011624,10.1002/14651858.CD011624.pub3,8,76.14770459081836,False,0,40.23952095808383
CD006273,10.1002/14651858.CD006273.pub4,4,57.48502994011976,False,0,23.293413173652695
CD008309,10.1002/14651858.CD008309.pub3,8,76.14770459081836,True,0,59.87025948103792
CD014845,10.1002/14651858.CD014845.pub2,9,79.84031936127745,False,0,38.39321357285429
CD015213,10.1002/14651858.CD015213.pub2,6,68.76247504990019,False,0,34.55089820359281
CD012152,10.1002/14651858.CD012152.pub4,11,84.83033932135729,False,0,43.53293413173653
CD003414,10.1002/14651858.CD003414.pub4,5,63.57285429141717,False,0,28.88223552894212
CD003477,10.1002/14651858.CD003477.pub5,8,76.14770459081836,False,0,33.91217564870259
CD003451,10.1002/14651858.CD003451.pub3,9,79.84031936127745,False,0,33.97205588822356
CD015594,10.1002/14651858.CD015594.pub2,6,68.76247504990019,False,0,28.213572854291414
CD015592,10.1002/14651858.CD015592.pub3,1,26.34730538922156,False,0,12.574850299401199
CD014802,10.1002/14651858.CD014802.pub2,0,9.68063872255489,False,0,10.658682634730539
CD012265,10.1002/14651858.CD012265.pub2,5,63.57285429141717,False,0,26.76646706586827
CD008940,10.1002/14651858.CD008940.pub4,0,9.68063872255489,False,0,6.57684630738523
CD010333,10.1002/14651858.CD010333.pub4,10,82.83433133732535,False,0,37.275449101796404
CD014785,10.1002/14651858.CD014785.pub2,24,97.50499001996008,False,0,40.33932135728543
CD015711,10.1002/14651858.CD015711.pub2,3,49.101796407185624,False,0,22.345309381237527
CD016168,10.1002/14651858.CD016168,0,9.68063872255489,False,0,12.355289421157686
CD013810,10.1002/14651858.CD013810.pub2,0,9.68063872255489,False,0,11.497005988023954
CD001072,10.1002/14651858.CD001072.pub2,0,9.68063872255489,False,0,4.580838323353293
CD010583,10.1002/14651858.CD010583.pub6,2,39.12175648702595,False,0,19.79041916167665
CD015526,10.1002/14651858.CD015526.pub2,1,26.34730538922156,False,0,11.876247504990022
CD008995,10.1002/14651858.CD008995.pub3,4,57.48502994011976,False,0,24.331337325349303
CD014758,10.1002/14651858.CD014758.pub3,11,84.83033932135729,False,0,39.18163672654691
CD013295,10.1002/14651858.CD013295.pub2,17,94.61077844311377,False,0,43.0938123752495
CD010163,10.1002/14651858.CD010163.pub3,3,49.101796407185624,False,0,20.34930139720559
CD004406,10.1002/14651858.CD004406.pub6,2,39.12175648702595,False,0,20.289421157684632
CD014755,10.1002/14651858.CD014755.pub2,1,26.34730538922156,False,0,15.179640718562876
CD011468,10.1002/14651858.CD011468.pub2,3,49.101796407185624,False,0,20.97804391217565
CD015046,10.1002/14651858.CD015046.pub2,0,9.68063872255489,False,0,10.32934131736527
CD011192,10.1002/14651858.CD011192.pub4,0,9.68063872255489,False,0,12.584830339321359
CD014623,10.1002/14651858.CD014623.pub2,0,9.68063872255489,False,0,7.325349301397207
CD015326,10.1002/14651858.CD015326.pub2,1,26.34730538922156,False,0,20.259481037924154
CD015313,10.1002/14651858.CD015313.pub2,0,9.68063872255489,False,0,4.580838323353293
CD004372,10.1002/14651858.CD004372.pub3,4,57.48502994011976,False,0,23.293413173652695
CD015802,10.1002/14651858.CD015802.pub2,8,76.14770459081836,False,0,31.167664670658684
CD014580,10.1002/14651858.CD014580.pub2,0,9.68063872255489,False,0,8.013972055888225
CD008145,10.1002/14651858.CD008145.pub4,24,97.50499001996008,False,0,43.1437125748503
CD008063,10.1002/14651858.CD008063.pub3,16,93.21357285429141,False,0,37.99401197604791
CD014999,10.1002/14651858.CD014999.pub2,0,9.68063872255489,False,0,6.57684630738523
CD014573,10.1002/14651858.CD014573,4,57.48502994011976,False,0,26.447105788423155
CD013823,10.1002/14651858.CD013823.pub2,15,91.81636726546905,False,0,43.18363273453093
CD010136,10.1002/14651858.CD010136.pub4,9,79.84031936127745,True,0,59.28143712574851
CD012905,10.1002/14651858.CD012905.pub2,2,39.12175648702595,False,0,19.79041916167665
CD014497,10.1002/14651858.CD014497.pub2,0,9.68063872255489,False,0,4.171656686626747
CD005495,10.1002/14651858.CD005495.pub5,35,99.20159680638723,False,0,43.82235528942116
CD013158,10.1002/14651858.CD013158.pub2,4,57.48502994011976,False,0,25.02994011976048
CD013105,10.1002/14651858.CD013105.pub2,1,26.34730538922156,False,0,13.992015968063875
CD014160,10.1002/14651858.CD014160.pub2,1,26.34730538922156,True,0,32.5748502994012
CD007896,10.1002/14651858.CD007896.pub4,0,9.68063872255489,False,0,5.209580838323354
CD013078,10.1002/14651858.CD013078.pub2,0,9.68063872255489,False,0,8.013972055888225
CD013731,10.1002/14651858.CD013731.pub2,6,68.76247504990019,False,0,28.842315369261474
CD013057,10.1002/14651858.CD013057.pub3,0,9.68063872255489,False,0,4.171656686626747
CD013857,10.1002/14651858.CD013857.pub2,1,26.34730538922156,False,0,11.247504990019962
CD009788,10.1002/14651858.CD009788.pub3,2,39.12175648702595,False,0,21.60678642714571
CD015518,10.1002/14651858.CD015518,3,49.101796407185624,False,0,24.890219560878243
CD013111,10.1002/14651858.CD013111.pub2,2,39.12175648702595,True,0,39.790419161676645
CD005343,10.1002/14651858.CD005343.pub7,3,49.101796407185624,False,0,26.986027944111775
CD013197,10.1002/14651858.CD013197.pub2,2,39.12175648702595,False,0,23.77245508982036
CD015520,10.1002/14651858.CD015520,1,26.34730538922156,False,0,16.497005988023954
CD013232,10.1002/14651858.CD013232.pub2,4,57.48502994011976,False,0,31.477045908183634
CD006919,10.1002/14651858.CD006919.pub5,3,49.101796407185624,False,0,26.097804391217565
CD012693,10.1002/14651858.CD012693.pub3,12,86.42714570858283,False,0,44.141716566866265
CD013255,10.1002/14651858.CD013255.pub2,4,57.48502994011976,False,0,25.69860279441118
CD014741,10.1002/14651858.CD014741.pub2,3,49.101796407185624,False,0,24.281437125748504
CD007674,10.1002/14651858.CD007674.pub3,0,9.68063872255489,False,0,8.013972055888225
CD012594,10.1002/14651858.CD012594.pub2,14,90.31936127744511,False,0,36.19760479041916
CD013462,10.1002/14651858.CD013462.pub3,0,9.68063872255489,False,0,7.325349301397207
CD003519,10.1002/14651858.CD003519.pub5,1,26.34730538922156,False,0,19.640718562874255
CD012503,10.1002/14651858.CD012503.pub3,0,9.68063872255489,False,0,5.908183632734531
CD013329,10.1002/14651858.CD013329.pub2,8,76.14770459081836,False,0,36.417165668662676
CD013332,10.1002/14651858.CD013332.pub2,1,26.34730538922156,False,0,11.876247504990022
CD007079,10.1002/14651858.CD007079.pub4,0,9.68063872255489,False,0,11.65668662674651
CD013358,10.1002/14651858.CD013358.pub2,2,39.12175648702595,False,0,24.13173652694611
CD006182,10.1002/14651858.CD006182.pub3,1,26.34730538922156,False,0,15.179640718562876
CD016064,10.1002/14651858.CD016064,2,39.12175648702595,False,0,20.289421157684632
CD013763,10.1002/14651858.CD013763.pub3,10,82.83433133732535,True,0,60.17964071856287
CD014889,10.1002/14651858.CD014889.pub2,2,39.12175648702595,False,0,17.684630738522955
CD008552,10.1002/14651858.CD008552.pub8,14,90.31936127744511,False,0,39.5808383233533
CD013421,10.1002/14651858.CD013421.pub2,3,49.101796407185624,False,0,23.093812375249502
CD008493,10.1002/14651858.CD008493.pub5,2,39.12175648702595,False,0,19.79041916167665
CD010856,10.1002/14651858.CD010856.pub3,16,93.21357285429141,False,0,43.74251497005989
CD015038,10.1002/14651858.CD015038.pub2,6,68.76247504990019,False,0,35.12974051896207
CD007872,10.1002/14651858.CD007872.pub4,2,39.12175648702595,False,0,23.77245508982036
CD009508,10.1002/14651858.CD009508.pub2,7,73.05389221556887,False,0,30.558882235528944
CD006475,10.1002/14651858.CD006475.pub3,1,26.34730538922156,False,0,16.497005988023954
CD003331,10.1002/14651858.CD003331.pub6,26,97.90419161676647,False,0,43.80239520958084
CD015254,10.1002/14651858.CD015254.pub2,5,63.57285429141717,False,0,32.47504990019961
CD013715,10.1002/14651858.CD013715.pub2,0,9.68063872255489,False,0,12.754491017964073
CD004871,10.1002/14651858.CD004871.pub5,6,68.76247504990019,False,0,34.55089820359281
CD013042,10.1002/14651858.CD013042.pub2,6,68.76247504990019,False,0,31.646706586826344
CD006712,10.1002/14651858.CD006712.pub3,3,49.101796407185624,False,0,20.97804391217565
CD000219,10.1002/14651858.CD000219.pub5,7,73.05389221556887,False,0,31.926147704590818
CD013875,10.1002/14651858.CD013875.pub2,17,94.61077844311377,False,0,45.778443113772454
CD014544,10.1002/14651858.CD014544.pub2,8,76.14770459081836,False,0,33.16367265469062
CD015014,10.1002/14651858.CD015014.pub2,5,63.57285429141717,False,0,35.249500998003995
CD012178,10.1002/14651858.CD012178.pub2,0,9.68063872255489,False,0,6.57684630738523
CD013414,10.1002/14651858.CD013414.pub2,8,76.14770459081836,False,0,35.70858283433134
CD014914,10.1002/14651858.CD014914.pub2,6,68.76247504990019,False,0,34.29141716566866
CD004508,10.1002/14651858.CD004508.pub5,1,26.34730538922156,False,0,18.16367265469062
CD012268,10.1002/14651858.CD012268.pub2,4,57.48502994011976,False,0,29.451097804391217
CD016148,10.1002/14651858.CD016148,3,49.101796407185624,False,0,23.78243512974052
CD013643,10.1002/14651858.CD013643.pub2,3,49.101796407185624,False,0,26.686626746506988
CD015042,10.1002/14651858.CD015042.pub2,5,63.57285429141717,False,0,26.13772455089821
CD009417,10.1002/14651858.CD009417.pub3,3,49.101796407185624,True,0,44.89021956087825
CD009609,10.1002/14651858.CD009609.pub3,14,90.31936127744511,True,0,61.37724550898204
CD015721,10.1002/14651858.CD015721.pub2,3,49.101796407185624,False,0,23.093812375249502
CD009535,10.1002/14651858.CD009535.pub3,5,63.57285429141717,False,0,34.960079840319366
CD015033,10.1002/14651858.CD015033.pub2,10,82.83433133732535,False,0,42.01596806387226
CD013056,10.1002/14651858.CD013056.pub3,0,9.68063872255489,False,0,5.209580838323354
CD012397,10.1002/14651858.CD012397.pub2,4,57.48502994011976,False,0,29.451097804391217
CD008165,10.1002/14651858.CD008165.pub5,43,99.40119760479041,False,0,42.46506986027944
CD015932,10.1002/14651858.CD015932.pub2,0,9.68063872255489,False,0,11.996007984031937
CD015894,10.1002/14651858.CD015894.pub2,1,26.34730538922156,False,0,11.876247504990022
CD012993,10.1002/14651858.CD012993.pub2,10,82.83433133732535,False,0,37.77445109780439
CD004762,10.1002/14651858.CD004762.pub3,0,9.68063872255489,False,0,5.908183632734531
CD014089,10.1002/14651858.CD014089,2,39.12175648702595,False,0,21.60678642714571
CD013408,10.1002/14651858.CD013408.pub2,1,26.34730538922156,False,0,18.323353293413177
CD013757,10.1002/14651858.CD013757.pub3,6,68.76247504990019,True,0,52.75449101796407
CD012718,10.1002/14651858.CD012718.pub2,6,68.76247504990019,False,0,32.75449101796407
CD006942,10.1002/14651858.CD006942.pub4,0,9.68063872255489,False,0,5.908183632734531
CD012850,10.1002/14651858.CD012850.pub2,19,96.10778443113772,False,0,47.85429141716567
CD003357,10.1002/14651858.CD003357.pub5,0,9.68063872255489,False,0,5.908183632734531
CD011671,10.1002/14651858.CD011671.pub3,20,96.50698602794411,False,0,44.560878243512974
CD014861,10.1002/14651858.CD014861.pub2,1,26.34730538922156,False,0,16.497005988023954
CD011626,10.1002/14651858.CD011626.pub3,2,39.12175648702595,False,0,19.10179640718563
CD012891,10.1002/14651858.CD012891.pub2,1,26.34730538922156,False,0,16.497005988023954
CD013571,10.1002/14651858.CD013571.pub2,16,93.21357285429141,False,0,44.07185628742515
CD014763,10.1002/14651858.CD014763.pub2,13,88.32335329341318,False,0,39.471057884231534
CD013591,10.1002/14651858.CD013591.pub2,23,97.1057884231537,False,0,43.48303393213574
CD002115,10.1002/14651858.CD002115.pub6,0,9.68063872255489,False,0,9.830339321357286
CD013353,10.1002/14651858.CD013353.pub2,8,76.14770459081836,True,0,53.163672654690615
CD006027,10.1002/14651858.CD006027.pub3,1,26.34730538922156,False,0,11.876247504990022
CD010189,10.1002/14651858.CD010189.pub3,1,26.34730538922156,False,0,15.788423153692616
CD011778,10.1002/14651858.CD011778.pub2,9,79.84031936127745,False,0,37.18562874251498
CD002122,10.1002/14651858.CD002122.pub3,0,9.68063872255489,False,0,7.325349301397207
CD008688,10.1002/14651858.CD008688.pub3,0,9.68063872255489,False,0,8.013972055888225
CD014844,10.1002/14651858.CD014844.pub2,0,9.68063872255489,False,0,10.32934131736527
CD015003,10.1002/14651858.CD015003.pub2,4,57.48502994011976,False,0,25.69860279441118
CD013051,10.1002/14651858.CD013051.pub3,0,9.68063872255489,False,0,4.580838323353293
CD008349,10.1002/14651858.CD008349.pub5,5,63.57285429141717,False,0,32.47504990019961
CD015064,10.1002/14651858.CD015064.pub2,13,88.32335329341318,False,0,35.399201596806385
CD013835,10.1002/14651858.CD013835.pub2,1,26.34730538922156,False,0,10.838323353293415
CD002303,10.1002/14651858.CD002303.pub4,3,49.101796407185624,False,0,19.940119760479043
CD006515,10.1002/14651858.CD006515.pub2,5,63.57285429141717,False,0,31.886227544910184
CD013672,10.1002/14651858.CD013672.pub2,0,9.68063872255489,False,0,5.908183632734531
CD011381,10.1002/14651858.CD011381.pub3,16,93.21357285429141,False,0,43.243512974051896
CD014040,10.1002/14651858.CD014040.pub2,2,39.12175648702595,False,0,20.898203592814372
CD015112,10.1002/14651858.CD015112.pub3,2,39.12175648702595,False,0,16.35728542914172
CD015877,10.1002/14651858.CD015877,2,39.12175648702595,False,0,16.35728542914172
CD015124,10.1002/14651858.CD015124.pub2,1,26.34730538922156,False,0,10.608782435129742
CD001321,10.1002/14651858.CD001321.pub7,9,79.84031936127745,False,0,33.97205588822356
CD007639,10.1002/14651858.CD007639.pub3,2,39.12175648702595,False,0,22.994011976047904
CD013822,10.1002/14651858.CD013822.pub2,12,86.42714570858283,False,0,39.82035928143712
CD009102,10.1002/14651858.CD009102.pub2,4,57.48502994011976,True,0,49.45109780439121
CD015330,10.1002/14651858.CD015330.pub2,26,97.90419161676647,False,0,43.80239520958084
CD002290,10.1002/14651858.CD002290.pub6,3,49.101796407185624,False,0,21.676646706586826
CD015314,10.1002/14651858.CD015314.pub2,2,39.12175648702595,False,0,15.948103792415171
CD013719,10.1002/14651858.CD013719.pub2,13,88.32335329341318,True,0,61.786427145708586
CD003429,10.1002/14651858.CD003429.pub5,0,9.68063872255489,False,0,9.121756487025948
CD013800,10.1002/14651858.CD013800.pub2,8,76.14770459081836,False,0,38.582834331337324
CD014871,10.1002/14651858.CD014871.pub2,1,26.34730538922156,False,0,20.499001996007983
CD013054,10.1002/14651858.CD013054.pub3,0,9.68063872255489,False,0,8.013972055888225
CD015160,10.1002/14651858.CD015160.pub2,7,73.05389221556887,False,0,32.6746506986028
CD016120,10.1002/14651858.CD016120,2,39.12175648702595,False,0,24.5309381237525
CD014833,10.1002/14651858.CD014833.pub2,0,9.68063872255489,False,0,10.658682634730539
CD011039,10.1002/14651858.CD011039.pub2,2,39.12175648702595,False,0,20.898203592814372
CD013355,10.1002/14651858.CD013355.pub2,0,9.68063872255489,False,0,7.325349301397207
CD014959,10.1002/14651858.CD014959.pub2,4,57.48502994011976,False,0,30.618762475049902
CD003218,10.1002/14651858.CD003218.pub3,0,9.68063872255489,False,0,5.908183632734531
CD012757,10.1002/14651858.CD012757.pub2,3,49.101796407185624,False,0,24.890219560878243
CD012214,10.1002/14651858.CD012214.pub3,4,57.48502994011976,False,0,25.02994011976048
CD001797,10.1002/14651858.CD001797.pub4,6,68.76247504990019,False,0,32.75449101796407
CD006606,10.1002/14651858.CD006606.pub5,5,63.57285429141717,False,0,32.47504990019961
CD012170,10.1002/14651858.CD012170.pub2,1,26.34730538922156,False,0,11.247504990019962
CD006714,10.1002/14651858.CD006714.pub3,0,9.68063872255489,False,0,11.806387225548903
CD014803,10.1002/14651858.CD014803.pub2,6,68.76247504990019,False,0,27.804391217564866
CD015255,10.1002/14651858.CD015255.pub2,12,86.42714570858283,False,0,43.56287425149701
CD014688,10.1002/14651858.CD014688.pub2,6,68.76247504990019,False,0,27.804391217564866
CD014713,10.1002/14651858.CD014713.pub2,1,26.34730538922156,False,0,11.876247504990022
CD015830,10.1002/14651858.CD015830.pub2,1,26.34730538922156,False,0,11.876247504990022
CD015788,10.1002/14651858.CD015788.pub2,0,9.68063872255489,False,0,5.908183632734531
CD015328,10.1002/14651858.CD015328.pub2,32,98.80239520958084,False,0,44.161676646706596
CD015443,10.1002/14651858.CD015443.pub2,7,73.05389221556887,False,0,34.47105788423154
CD013053,10.1002/14651858.CD013053.pub3,1,26.34730538922156,False,0,10.838323353293415
CD015383,10.1002/14651858.CD015383.pub2,9,79.84031936127745,False,0,33.27345309381238
CD015040,10.1002/14651858.CD015040.pub2,3,49.101796407185624,False,0,20.97804391217565
CD007693,10.1002/14651858.CD007693.pub3,9,79.84031936127745,False,0,32.0059880239521
CD012186,10.1002/14651858.CD012186.pub2,9,79.84031936127745,False,0,32.23552894211577
